Time,F0,F1,F2,,,,,,,,,,,
63.93,587,533,513,,,,,,,,,,,
63.96,583,543,516,,,,,,,,,,,
63.99,582,533,520,,,,,,,,,,,
64.02,591,535,513,,,,,,,,,,,
64.05,581,538,523,,,,,,,,,,,
64.09,584,532,514,,,,,,,,,,,
64.12,585,543,514,,,,,,,,,,,
64.15,581,533,508,,,,,,,,,,,
64.18,591,534,513,,,,,,,,,,,
64.21,582,515,516,,,,,,,,,,,
64.25,582,532,518,,,,,,,,,,,
64.28,567,536,513,,,,,,,,,,,
64.31,581,538,522,,,,,,,,,,,
64.34,584,532,514,,,,,,,,,,,
64.37,587,541,514,,,,,,,,,,,
64.41,581,534,526,,,,,,,,,,,
64.44,588,533,513,,,,,,,,,,,
64.47,583,550,515,,,,,,,,,,,
64.5,582,533,523,,,,,,,,,,,
64.54,595,535,513,,,,,,,,,,,
64.57,581,542,518,,,,,,,,,,,
64.6,583,532,516,,,,,,,,,,,
64.63,589,538,513,,,,,,,,,,,
64.67,581,535,529,,,,,,,,,,,
64.7,587,533,513,,,,,,,,,,,
64.73,583,550,515,,,,,,,,,,,
64.76,582,533,521,,,,,,,,,,,
64.79,590,536,513,,,,,,,,,,,
64.83,581,538,523,,,,,,,,,,,
64.86,585,532,514,,,,,,,,,,,
64.89,584,547,515,,,,,,,,,,,
64.92,581,533,523,,,,,,,,,,,
64.96,591,535,513,,,,,,,,,,,
64.99,581,538,522,,,,,,,,,,,
65.02,584,533,514,,,,,,,,,,,
65.05,584,545,514,,,,,,,,,,,
65.08,581,533,521,,,,,,,,,,,
65.12,595,535,513,,,,,,,,,,,
65.15,581,542,519,,,,,,,,,,,
65.18,583,532,515,,,,,,,,,,,
65.21,589,539,513,,,,,,,,,,,
65.25,581,535,529,,,,,,,,,,,
65.28,587,533,513,,,,,,,,,,,
65.31,583,550,515,,,,,,,,,,,
65.34,582,533,522,,,,,,,,,,,
65.37,596,535,513,,,,,,,,,,,
65.41,581,543,518,,,,,,,,,,,
65.44,583,533,516,,,,,,,,,,,
65.47,589,538,513,,,,,,,,,,,
65.5,581,536,527,,,,,,,,,,,
65.54,585,533,513,,,,,,,,,,,
65.57,584,546,514,,,,,,,,,,,
65.6,581,533,498,,,,,,,,,,,
65.63,592,534,513,,,,,,,,,,,
65.67,582,519,516,,,,,,,,,,,
65.7,582,533,519,,,,,,,,,,,
65.73,583,536,512,,,,,,,,,,,
65.76,581,539,521,,,,,,,,,,,
65.79,584,533,515,,,,,,,,,,,
65.83,588,540,513,,,,,,,,,,,
65.86,581,535,527,,,,,,,,,,,
65.89,588,533,513,,,,,,,,,,,
65.92,583,550,515,,,,,,,,,,,
65.95,581,533,520,,,,,,,,,,,
65.99,595,535,512,,,,,,,,,,,
66.02,581,544,518,,,,,,,,,,,
66.05,583,533,515,,,,,,,,,,,
66.08,589,539,513,,,,,,,,,,,
66.12,581,535,529,,,,,,,,,,,
66.15,588,534,513,,,,,,,,,,,
66.18,582,546,516,,,,,,,,,,,
66.21,582,533,518,,,,,,,,,,,
66.25,575,537,512,,,,,,,,,,,
66.28,581,536,527,,,,,,,,,,,
66.31,586,533,513,,,,,,,,,,,
66.34,583,550,515,,,,,,,,,,,
66.37,582,533,522,,,,,,,,,,,
66.41,593,536,512,,,,,,,,,,,
66.44,581,540,520,,,,,,,,,,,
66.47,584,533,514,,,,,,,,,,,
66.5,586,543,514,,,,,,,,,,,
66.54,581,534,502,,,,,,,,,,,
66.57,593,535,513,,,,,,,,,,,
66.6,582,536,517,,,,,,,,,,,
66.63,583,533,516,,,,,,,,,,,
66.66,591,538,513,,,,,,,,,,,
66.7,581,536,526,,,,,,,,,,,
66.73,585,533,513,,,,,,,,,,,
66.76,585,544,514,,,,,,,,,,,
66.79,581,534,528,,,,,,,,,,,
66.83,589,534,513,,,,,,,,,,,
66.86,583,549,515,,,,,,,,,,,
66.89,581,534,519,,,,,,,,,,,
66.92,592,535,512,,,,,,,,,,,
66.95,582,548,515,,,,,,,,,,,
66.99,582,534,522,,,,,,,,,,,
67.02,595,535,512,,,,,,,,,,,
67.05,582,520,516,,,,,,,,,,,
67.08,582,533,522,,,,,,,,,,,
67.12,597,535,512,,,,,,,,,,,
67.15,582,518,516,,,,,,,,,,,
67.18,582,533,520,,,,,,,,,,,
67.21,593,536,512,,,,,,,,,,,
67.25,581,543,517,,,,,,,,,,,
67.28,582,533,519,,,,,,,,,,,
67.31,597,536,512,,,,,,,,,,,
67.34,581,542,517,,,,,,,,,,,
67.37,583,533,518,,,,,,,,,,,
67.41,567,536,513,,,,,,,,,,,
67.44,581,542,519,,,,,,,,,,,
67.47,583,533,515,,,,,,,,,,,
67.5,589,538,513,,,,,,,,,,,
67.54,581,538,524,,,,,,,,,,,
67.57,585,534,514,,,,,,,,,,,
67.6,586,542,513,,,,,,,,,,,
67.63,581,535,531,,,,,,,,,,,
67.66,587,534,513,,,,,,,,,,,
67.7,584,549,515,,,,,,,,,,,
67.73,581,534,519,,,,,,,,,,,
67.76,594,535,512,,,,,,,,,,,
67.79,582,533,517,,,,,,,,,,,
67.82,583,534,517,,,,,,,,,,,
67.86,576,537,512,,,,,,,,,,,
67.89,581,539,522,,,,,,,,,,,
67.92,584,534,514,,,,,,,,,,,
67.95,587,542,513,,,,,,,,,,,
67.99,581,535,529,,,,,,,,,,,
68.02,590,535,512,,,,,,,,,,,
68.05,582,523,516,,,,,,,,,,,
68.08,583,534,517,,,,,,,,,,,
68.12,579,539,513,,,,,,,,,,,
68.15,581,538,527,,,,,,,,,,,
68.18,586,535,513,,,,,,,,,,,
68.21,584,549,514,,,,,,,,,,,
68.25,581,535,509,,,,,,,,,,,
68.28,594,537,512,,,,,,,,,,,
68.31,582,533,516,,,,,,,,,,,
68.34,583,535,518,,,,,,,,,,,
68.37,567,539,512,,,,,,,,,,,
68.41,581,542,520,,,,,,,,,,,
68.44,584,536,515,,,,,,,,,,,
68.47,589,542,513,,,,,,,,,,,
68.5,581,539,527,,,,,,,,,,,
68.54,586,536,513,,,,,,,,,,,
68.57,585,547,514,,,,,,,,,,,
68.6,581,537,507,,,,,,,,,,,
68.63,593,538,512,,,,,,,,,,,
68.66,582,547,517,,,,,,,,,,,
68.7,583,536,515,,,,,,,,,,,
68.73,589,543,513,,,,,,,,,,,
68.76,581,538,513,,,,,,,,,,,
68.79,592,538,512,,,,,,,,,,,
68.82,582,546,519,,,,,,,,,,,
68.86,584,536,514,,,,,,,,,,,
68.89,585,549,514,,,,,,,,,,,
68.92,582,537,522,,,,,,,,,,,
68.95,597,539,512,,,,,,,,,,,
68.99,581,540,526,,,,,,,,,,,
69.02,586,537,513,,,,,,,,,,,
69.05,583,554,515,,,,,,,,,,,
69.08,582,537,519,,,,,,,,,,,
69.11,567,540,512,,,,,,,,,,,
69.15,581,541,524,,,,,,,,,,,
69.18,585,537,513,,,,,,,,,,,
69.21,585,548,514,,,,,,,,,,,
69.24,581,537,498,,,,,,,,,,,
69.28,593,538,512,,,,,,,,,,,
69.31,582,535,516,,,,,,,,,,,
69.34,583,537,518,,,,,,,,,,,
69.37,565,540,512,,,,,,,,,,,
69.4,581,542,522,,,,,,,,,,,
69.44,585,537,514,,,,,,,,,,,
69.47,586,547,513,,,,,,,,,,,
69.5,581,539,524,,,,,,,,,,,
69.53,590,538,512,,,,,,,,,,,
69.57,583,547,515,,,,,,,,,,,
69.6,582,538,520,,,,,,,,,,,
69.63,597,540,512,,,,,,,,,,,
69.66,581,546,519,,,,,,,,,,,
69.69,583,538,515,,,,,,,,,,,
69.73,591,543,512,,,,,,,,,,,
69.76,581,542,524,,,,,,,,,,,
69.79,585,538,514,,,,,,,,,,,
69.82,588,545,513,,,,,,,,,,,
69.86,581,541,526,,,,,,,,,,,
69.89,585,538,513,,,,,,,,,,,
69.92,587,546,513,,,,,,,,,,,
69.95,581,541,528,,,,,,,,,,,
69.99,586,539,513,,,,,,,,,,,
70.02,585,550,514,,,,,,,,,,,
70.05,581,540,521,,,,,,,,,,,
70.08,591,540,512,,,,,,,,,,,
70.11,582,523,516,,,,,,,,,,,
70.15,582,539,519,,,,,,,,,,,
70.18,585,542,512,,,,,,,,,,,
70.21,581,546,521,,,,,,,,,,,
70.24,584,540,514,,,,,,,,,,,
70.28,587,550,513,,,,,,,,,,,
70.31,581,547,529,,,,,,,,,,,
70.34,589,548,512,,,,,,,,,,,
70.37,583,561,515,,,,,,,,,,,
70.4,582,546,521,,,,,,,,,,,
70.44,597,548,512,,,,,,,,,,,
70.47,581,555,518,,,,,,,,,,,
70.5,583,542,515,,,,,,,,,,,
70.53,590,549,513,,,,,,,,,,,
70.56,581,544,527,,,,,,,,,,,
70.6,586,541,513,,,,,,,,,,,
70.63,585,553,514,,,,,,,,,,,
70.66,581,542,528,,,,,,,,,,,
70.69,589,542,512,,,,,,,,,,,
70.73,583,556,514,,,,,,,,,,,
70.76,581,540,499,,,,,,,,,,,
70.79,590,538,512,,,,,,,,,,,
70.82,583,553,514,,,,,,,,,,,
70.86,582,537,508,,,,,,,,,,,
70.89,590,537,513,,,,,,,,,,,
70.92,583,552,514,,,,,,,,,,,
70.95,582,538,498,,,,,,,,,,,
70.98,590,539,513,,,,,,,,,,,
71.02,583,554,514,,,,,,,,,,,
71.05,582,539,523,,,,,,,,,,,
71.08,589,540,513,,,,,,,,,,,
71.11,584,553,514,,,,,,,,,,,
71.15,581,540,502,,,,,,,,,,,
71.18,589,540,513,,,,,,,,,,,
71.21,583,555,514,,,,,,,,,,,
71.24,582,540,515,,,,,,,,,,,
71.27,591,540,512,,,,,,,,,,,
71.31,583,551,515,,,,,,,,,,,
71.34,582,540,523,,,,,,,,,,,
71.37,598,542,512,,,,,,,,,,,
71.4,582,549,518,,,,,,,,,,,
71.44,583,540,515,,,,,,,,,,,
71.47,591,545,513,,,,,,,,,,,
71.5,581,543,526,,,,,,,,,,,
71.53,586,540,513,,,,,,,,,,,
71.56,585,552,514,,,,,,,,,,,
71.6,581,541,505,,,,,,,,,,,
71.63,591,542,512,,,,,,,,,,,
71.66,582,525,516,,,,,,,,,,,
71.69,583,540,516,,,,,,,,,,,
71.73,592,546,513,,,,,,,,,,,
71.76,581,542,525,,,,,,,,,,,
71.79,590,541,512,,,,,,,,,,,
71.82,582,535,517,,,,,,,,,,,
71.86,584,541,515,,,,,,,,,,,
71.89,588,549,514,,,,,,,,,,,
71.92,582,540,509,,,,,,,,,,,
71.95,597,541,512,,,,,,,,,,,
71.98,582,546,521,,,,,,,,,,,
72.02,585,540,513,,,,,,,,,,,
72.05,585,552,514,,,,,,,,,,,
72.08,582,539,513,,,,,,,,,,,
72.11,596,542,512,,,,,,,,,,,
72.14,582,548,518,,,,,,,,,,,
72.18,584,539,515,,,,,,,,,,,
72.21,590,545,513,,,,,,,,,,,
72.24,582,543,528,,,,,,,,,,,
72.27,587,540,513,,,,,,,,,,,
72.31,585,551,514,,,,,,,,,,,
72.34,582,539,507,,,,,,,,,,,
72.37,591,540,512,,,,,,,,,,,
72.4,583,549,515,,,,,,,,,,,
72.44,582,539,522,,,,,,,,,,,
72.47,597,541,512,,,,,,,,,,,
72.5,582,541,516,,,,,,,,,,,
72.53,583,539,517,,,,,,,,,,,
72.56,570,543,512,,,,,,,,,,,
72.6,581,544,522,,,,,,,,,,,
72.63,585,539,513,,,,,,,,,,,
72.66,585,550,513,,,,,,,,,,,
72.69,582,539,521,,,,,,,,,,,
72.73,595,541,512,,,,,,,,,,,
72.76,581,545,521,,,,,,,,,,,
72.79,585,539,513,,,,,,,,,,,
72.82,584,555,514,,,,,,,,,,,
72.86,582,538,519,,,,,,,,,,,
72.89,567,543,512,,,,,,,,,,,
72.92,581,542,528,,,,,,,,,,,
72.95,587,540,512,,,,,,,,,,,
72.98,583,540,515,,,,,,,,,,,
73.02,582,538,518,,,,,,,,,,,
73.05,567,542,512,,,,,,,,,,,
73.08,581,543,525,,,,,,,,,,,
73.11,586,539,513,,,,,,,,,,,
73.14,584,554,514,,,,,,,,,,,
73.18,582,539,522,,,,,,,,,,,
73.21,597,541,512,,,,,,,,,,,
73.24,581,547,519,,,,,,,,,,,
73.27,584,539,514,,,,,,,,,,,
73.31,587,547,513,,,,,,,,,,,
73.34,581,541,530,,,,,,,,,,,
73.37,589,540,512,,,,,,,,,,,
73.4,583,552,514,,,,,,,,,,,
73.44,582,539,523,,,,,,,,,,,
73.47,596,541,512,,,,,,,,,,,
73.5,582,537,516,,,,,,,,,,,
73.53,583,539,517,,,,,,,,,,,
73.56,571,543,512,,,,,,,,,,,
73.6,581,546,519,,,,,,,,,,,
73.63,583,539,515,,,,,,,,,,,
73.66,590,544,512,,,,,,,,,,,
73.69,581,543,523,,,,,,,,,,,
73.72,585,539,513,,,,,,,,,,,
73.76,587,546,512,,,,,,,,,,,
73.79,581,541,528,,,,,,,,,,,
73.82,586,540,513,,,,,,,,,,,
73.85,585,552,513,,,,,,,,,,,
73.89,581,541,515,,,,,,,,,,,
73.92,590,542,512,,,,,,,,,,,
73.95,582,540,515,,,,,,,,,,,
73.98,583,540,516,,,,,,,,,,,
74.01,588,547,512,,,,,,,,,,,
74.05,581,550,527,,,,,,,,,,,
74.08,586,545,512,,,,,,,,,,,
74.11,583,560,514,,,,,,,,,,,
74.14,582,542,522,,,,,,,,,,,
74.18,595,545,512,,,,,,,,,,,
74.21,581,552,519,,,,,,,,,,,
74.24,584,542,513,,,,,,,,,,,
74.27,587,553,513,,,,,,,,,,,
74.31,582,541,501,,,,,,,,,,,
74.34,593,543,512,,,,,,,,,,,
74.37,582,548,517,,,,,,,,,,,
74.4,584,544,514,,,,,,,,,,,
74.43,589,547,513,,,,,,,,,,,
74.47,582,539,506,,,,,,,,,,,
74.5,591,538,512,,,,,,,,,,,
74.53,582,527,517,,,,,,,,,,,
74.56,583,536,515,,,,,,,,,,,
74.6,590,542,513,,,,,,,,,,,
74.63,581,537,525,,,,,,,,,,,
74.66,591,537,512,,,,,,,,,,,
74.69,582,546,518,,,,,,,,,,,
74.72,584,535,514,,,,,,,,,,,
74.76,586,545,513,,,,,,,,,,,
74.79,582,536,511,,,,,,,,,,,
74.82,596,538,512,,,,,,,,,,,
74.85,581,542,521,,,,,,,,,,,
74.89,585,535,513,,,,,,,,,,,
74.92,584,550,514,,,,,,,,,,,
74.95,582,535,522,,,,,,,,,,,
74.98,597,538,512,,,,,,,,,,,
75.01,581,541,521,,,,,,,,,,,
75.05,585,535,513,,,,,,,,,,,
75.08,585,547,513,,,,,,,,,,,
75.11,582,535,522,,,,,,,,,,,
75.14,596,536,512,,,,,,,,,,,
75.18,582,544,518,,,,,,,,,,,
75.21,584,534,514,,,,,,,,,,,
75.24,589,541,513,,,,,,,,,,,
75.27,581,536,530,,,,,,,,,,,
75.3,589,535,512,,,,,,,,,,,
75.34,582,527,515,,,,,,,,,,,
75.37,583,534,517,,,,,,,,,,,
75.4,581,539,512,,,,,,,,,,,
75.43,581,537,529,,,,,,,,,,,
75.47,588,535,512,,,,,,,,,,,
75.5,582,527,516,,,,,,,,,,,
75.53,583,534,514,,,,,,,,,,,
75.56,588,542,513,,,,,,,,,,,
75.59,582,535,521,,,,,,,,,,,
75.63,597,537,512,,,,,,,,,,,
75.66,581,538,527,,,,,,,,,,,
75.69,588,535,512,,,,,,,,,,,
75.72,582,546,518,,,,,,,,,,,
75.76,585,534,513,,,,,,,,,,,
75.79,583,541,516,,,,,,,,,,,
75.82,583,534,514,,,,,,,,,,,
75.85,585,548,514,,,,,,,,,,,
75.88,583,534,516,,,,,,,,,,,
75.92,590,541,513,,,,,,,,,,,
75.95,582,535,517,,,,,,,,,,,
75.98,596,537,512,,,,,,,,,,,
76.01,581,537,527,,,,,,,,,,,
76.05,588,535,512,,,,,,,,,,,
76.08,582,528,517,,,,,,,,,,,
76.11,584,534,514,,,,,,,,,,,
76.14,586,544,513,,,,,,,,,,,
76.18,582,535,521,,,,,,,,,,,
76.21,597,537,512,,,,,,,,,,,
76.24,581,539,524,,,,,,,,,,,
76.27,586,535,512,,,,,,,,,,,
76.3,583,552,514,,,,,,,,,,,
76.34,582,534,519,,,,,,,,,,,
76.37,568,538,512,,,,,,,,,,,
76.4,581,539,523,,,,,,,,,,,
76.43,585,534,513,,,,,,,,,,,
76.47,585,547,513,,,,,,,,,,,
76.5,582,535,498,,,,,,,,,,,
76.53,592,536,512,,,,,,,,,,,
76.56,582,540,515,,,,,,,,,,,
76.59,582,535,520,,,,,,,,,,,
76.63,596,537,512,,,,,,,,,,,
76.66,582,545,517,,,,,,,,,,,
76.69,583,534,516,,,,,,,,,,,
76.72,571,538,512,,,,,,,,,,,
76.75,582,541,519,,,,,,,,,,,
76.79,584,534,515,,,,,,,,,,,
76.82,591,539,512,,,,,,,,,,,
76.85,582,540,521,,,,,,,,,,,
76.88,584,535,514,,,,,,,,,,,
76.92,590,540,512,,,,,,,,,,,
76.95,582,538,523,,,,,,,,,,,
76.98,585,535,513,,,,,,,,,,,
77.01,587,544,513,,,,,,,,,,,
77.05,582,536,523,,,,,,,,,,,
77.08,589,535,512,,,,,,,,,,,
77.11,583,553,514,,,,,,,,,,,
77.14,582,535,521,,,,,,,,,,,
77.18,596,537,512,,,,,,,,,,,
77.21,582,546,517,,,,,,,,,,,
77.24,584,535,515,,,,,,,,,,,
77.27,590,541,512,,,,,,,,,,,
77.3,582,537,528,,,,,,,,,,,
77.34,590,536,512,,,,,,,,,,,
77.37,582,519,516,,,,,,,,,,,
77.4,583,535,515,,,,,,,,,,,
77.43,590,541,512,,,,,,,,,,,
77.46,581,537,519,,,,,,,,,,,
77.5,591,536,512,,,,,,,,,,,
77.53,582,541,517,,,,,,,,,,,
77.56,584,535,514,,,,,,,,,,,
77.59,586,545,513,,,,,,,,,,,
77.63,582,535,519,,,,,,,,,,,
77.66,597,537,512,,,,,,,,,,,
77.69,582,541,521,,,,,,,,,,,
77.72,585,535,513,,,,,,,,,,,
77.75,585,549,514,,,,,,,,,,,
77.79,582,535,522,,,,,,,,,,,
77.82,591,538,512,,,,,,,,,,,
77.85,582,541,521,,,,,,,,,,,
77.88,585,535,513,,,,,,,,,,,
77.92,586,547,513,,,,,,,,,,,
77.95,582,536,511,,,,,,,,,,,
77.98,595,537,512,,,,,,,,,,,
78.01,582,543,519,,,,,,,,,,,
78.05,585,535,513,,,,,,,,,,,
78.08,585,550,514,,,,,,,,,,,
78.11,583,535,517,,,,,,,,,,,
78.14,582,540,512,,,,,,,,,,,
78.18,582,537,511,,,,,,,,,,,
78.21,593,537,512,,,,,,,,,,,
78.24,582,543,521,,,,,,,,,,,
78.27,586,536,513,,,,,,,,,,,
78.3,583,537,515,,,,,,,,,,,
78.34,584,535,514,,,,,,,,,,,
78.37,586,548,514,,,,,,,,,,,
78.4,583,535,517,,,,,,,,,,,
78.43,591,542,513,,,,,,,,,,,
78.46,582,536,521,,,,,,,,,,,
78.5,572,540,512,,,,,,,,,,,
78.53,582,537,510,,,,,,,,,,,
78.56,596,538,512,,,,,,,,,,,
78.59,582,540,526,,,,,,,,,,,
78.63,588,536,512,,,,,,,,,,,
78.66,583,530,517,,,,,,,,,,,
78.69,584,536,513,,,,,,,,,,,
78.72,586,547,513,,,,,,,,,,,
78.75,582,535,522,,,,,,,,,,,
78.79,594,538,512,,,,,,,,,,,
78.82,582,540,524,,,,,,,,,,,
78.85,586,535,512,,,,,,,,,,,
78.88,584,552,514,,,,,,,,,,,
78.92,582,535,520,,,,,,,,,,,
78.95,571,538,512,,,,,,,,,,,
78.98,581,540,523,,,,,,,,,,,
79.01,585,535,513,,,,,,,,,,,
79.04,584,550,514,,,,,,,,,,,
79.08,582,536,523,,,,,,,,,,,
79.11,598,538,512,,,,,,,,,,,
79.14,581,543,520,,,,,,,,,,,
79.17,584,535,513,,,,,,,,,,,
79.21,586,546,513,,,,,,,,,,,
79.24,581,536,508,,,,,,,,,,,
79.27,593,537,512,,,,,,,,,,,
79.3,582,529,516,,,,,,,,,,,
79.33,583,536,516,,,,,,,,,,,
79.37,589,540,512,,,,,,,,,,,
79.4,581,539,525,,,,,,,,,,,
79.43,585,536,513,,,,,,,,,,,
79.46,585,549,513,,,,,,,,,,,
79.5,581,536,514,,,,,,,,,,,
79.53,594,538,512,,,,,,,,,,,
79.56,582,546,517,,,,,,,,,,,
79.59,583,536,514,,,,,,,,,,,
79.63,588,543,512,,,,,,,,,,,
79.66,581,537,518,,,,,,,,,,,
79.69,590,537,511,,,,,,,,,,,
79.72,582,540,515,,,,,,,,,,,
79.75,583,535,517,,,,,,,,,,,
79.79,580,539,512,,,,,,,,,,,
79.82,582,539,524,,,,,,,,,,,
79.85,586,535,513,,,,,,,,,,,
79.88,585,548,513,,,,,,,,,,,
79.92,582,535,515,,,,,,,,,,,
79.95,595,537,511,,,,,,,,,,,
79.98,582,536,516,,,,,,,,,,,
80.01,583,535,516,,,,,,,,,,,
80.04,588,539,512,,,,,,,,,,,
80.08,582,539,523,,,,,,,,,,,
80.11,585,535,513,,,,,,,,,,,
80.14,586,544,513,,,,,,,,,,,
80.17,582,536,528,,,,,,,,,,,
80.2,590,535,512,,,,,,,,,,,
80.24,583,547,514,,,,,,,,,,,
80.27,582,534,523,,,,,,,,,,,
80.3,596,536,511,,,,,,,,,,,
80.33,582,528,516,,,,,,,,,,,
80.37,583,534,518,,,,,,,,,,,
80.4,566,537,511,,,,,,,,,,,
80.43,582,543,518,,,,,,,,,,,
80.46,584,534,515,,,,,,,,,,,
80.5,582,538,512,,,,,,,,,,,
80.53,581,539,522,,,,,,,,,,,
80.56,585,534,513,,,,,,,,,,,
80.59,587,543,513,,,,,,,,,,,
80.62,582,536,529,,,,,,,,,,,
80.66,589,535,512,,,,,,,,,,,
80.69,583,550,514,,,,,,,,,,,
80.72,582,534,521,,,,,,,,,,,
80.75,598,537,512,,,,,,,,,,,
80.79,582,541,520,,,,,,,,,,,
80.82,585,534,513,,,,,,,,,,,
80.85,585,548,513,,,,,,,,,,,
80.88,582,535,522,,,,,,,,,,,
80.91,598,537,512,,,,,,,,,,,
80.95,582,539,524,,,,,,,,,,,
80.98,586,534,512,,,,,,,,,,,
81.01,584,552,514,,,,,,,,,,,
81.04,583,534,518,,,,,,,,,,,
81.08,573,538,512,,,,,,,,,,,
81.11,582,537,527,,,,,,,,,,,
81.14,587,535,512,,,,,,,,,,,
81.17,583,552,515,,,,,,,,,,,
81.2,583,534,517,,,,,,,,,,,
81.24,578,538,512,,,,,,,,,,,
81.27,581,538,525,,,,,,,,,,,
81.3,586,534,512,,,,,,,,,,,
81.33,585,547,513,,,,,,,,,,,
81.37,582,535,500,,,,,,,,,,,
81.4,592,535,512,,,,,,,,,,,
81.43,583,544,515,,,,,,,,,,,
81.46,582,534,521,,,,,,,,,,,
81.5,597,536,512,,,,,,,,,,,
81.53,582,530,515,,,,,,,,,,,
81.56,583,534,519,,,,,,,,,,,
81.59,598,536,511,,,,,,,,,,,
81.62,582,533,516,,,,,,,,,,,
81.66,583,534,518,,,,,,,,,,,
81.69,591,537,511,,,,,,,,,,,
81.72,582,544,517,,,,,,,,,,,
81.75,583,534,516,,,,,,,,,,,
81.79,571,537,512,,,,,,,,,,,
81.82,582,540,520,,,,,,,,,,,
81.85,584,534,514,,,,,,,,,,,
81.88,590,540,512,,,,,,,,,,,
81.91,582,537,525,,,,,,,,,,,
81.95,586,534,513,,,,,,,,,,,
81.98,586,544,513,,,,,,,,,,,
82.01,582,535,529,,,,,,,,,,,
82.04,590,535,512,,,,,,,,,,,
82.07,583,546,514,,,,,,,,,,,
82.11,582,534,521,,,,,,,,,,,
82.14,598,536,512,,,,,,,,,,,
82.17,582,544,517,,,,,,,,,,,
82.2,584,534,515,,,,,,,,,,,
82.24,592,539,512,,,,,,,,,,,
82.27,582,537,526,,,,,,,,,,,
82.3,587,534,512,,,,,,,,,,,
82.33,584,549,514,,,,,,,,,,,
82.37,582,534,523,,,,,,,,,,,
82.4,598,536,511,,,,,,,,,,,
82.43,582,540,521,,,,,,,,,,,
82.46,585,534,512,,,,,,,,,,,
82.5,584,550,514,,,,,,,,,,,
82.53,582,534,520,,,,,,,,,,,
82.56,594,537,512,,,,,,,,,,,
82.59,582,538,524,,,,,,,,,,,
82.62,586,534,512,,,,,,,,,,,
82.66,584,550,514,,,,,,,,,,,
82.69,582,534,521,,,,,,,,,,,
82.72,596,537,512,,,,,,,,,,,
82.75,582,541,519,,,,,,,,,,,
82.79,585,534,513,,,,,,,,,,,
82.82,588,541,512,,,,,,,,,,,
82.85,582,536,530,,,,,,,,,,,
82.88,588,534,512,,,,,,,,,,,
82.91,584,550,513,,,,,,,,,,,
82.95,582,535,516,,,,,,,,,,,
82.98,593,535,512,,,,,,,,,,,
83.01,583,541,515,,,,,,,,,,,
83.04,583,534,520,,,,,,,,,,,
83.07,593,537,511,,,,,,,,,,,
83.11,582,545,517,,,,,,,,,,,
83.14,583,534,516,,,,,,,,,,,
83.17,571,538,512,,,,,,,,,,,
83.2,582,540,520,,,,,,,,,,,
83.24,584,534,514,,,,,,,,,,,
83.27,589,541,512,,,,,,,,,,,
83.3,581,537,528,,,,,,,,,,,
83.33,587,535,512,,,,,,,,,,,
83.36,583,552,514,,,,,,,,,,,
83.4,582,535,520,,,,,,,,,,,
83.43,597,538,512,,,,,,,,,,,
83.46,582,541,521,,,,,,,,,,,
83.49,585,535,512,,,,,,,,,,,
83.53,584,551,514,,,,,,,,,,,
83.56,583,535,517,,,,,,,,,,,
83.59,581,540,512,,,,,,,,,,,
83.62,582,537,498,,,,,,,,,,,
83.65,595,537,511,,,,,,,,,,,
83.69,582,540,525,,,,,,,,,,,
83.72,588,536,512,,,,,,,,,,,
83.75,582,546,517,,,,,,,,,,,
83.78,585,535,513,,,,,,,,,,,
83.82,585,551,514,,,,,,,,,,,
83.85,583,535,517,,,,,,,,,,,
83.88,584,540,512,,,,,,,,,,,
83.91,582,537,522,,,,,,,,,,,
83.94,594,537,512,,,,,,,,,,,
83.98,582,541,522,,,,,,,,,,,
84.01,587,536,512,,,,,,,,,,,
84.04,583,525,516,,,,,,,,,,,
84.07,584,535,514,,,,,,,,,,,
84.11,586,548,514,,,,,,,,,,,
84.14,583,535,517,,,,,,,,,,,
84.17,591,542,513,,,,,,,,,,,
84.2,582,536,522,,,,,,,,,,,
84.24,591,538,512,,,,,,,,,,,
84.27,582,537,526,,,,,,,,,,,
84.3,591,536,512,,,,,,,,,,,
84.33,582,543,520,,,,,,,,,,,
84.36,586,535,512,,,,,,,,,,,
84.4,584,552,515,,,,,,,,,,,
84.43,583,535,516,,,,,,,,,,,
84.46,591,542,512,,,,,,,,,,,
84.49,582,536,508,,,,,,,,,,,
84.53,596,537,511,,,,,,,,,,,
84.56,582,541,521,,,,,,,,,,,
84.59,586,536,512,,,,,,,,,,,
84.62,584,553,514,,,,,,,,,,,
84.65,583,535,517,,,,,,,,,,,
84.69,584,540,512,,,,,,,,,,,
84.72,582,538,528,,,,,,,,,,,
84.75,589,536,512,,,,,,,,,,,
84.78,583,521,516,,,,,,,,,,,
84.82,584,535,515,,,,,,,,,,,
84.85,589,543,513,,,,,,,,,,,
84.88,582,536,512,,,,,,,,,,,
84.91,598,538,512,,,,,,,,,,,
84.94,582,538,528,,,,,,,,,,,
84.98,590,537,512,,,,,,,,,,,
85.01,582,542,522,,,,,,,,,,,
85.04,587,536,512,,,,,,,,,,,
85.07,583,545,519,,,,,,,,,,,
85.11,586,536,512,,,,,,,,,,,
85.14,583,542,517,,,,,,,,,,,
85.17,585,536,513,,,,,,,,,,,
85.2,583,526,517,,,,,,,,,,,
85.23,585,536,512,,,,,,,,,,,
85.27,583,519,517,,,,,,,,,,,
85.3,585,536,513,,,,,,,,,,,
85.33,583,521,517,,,,,,,,,,,
