Time,E0,E1,E2
135.91,568,490,656
135.94,559,471,647
135.98,557,471,650
136.01,543,487,652
136.04,558,470,647
136.08,557,472,651
136.11,573,485,651
136.14,558,470,647
136.18,557,471,651
136.21,542,491,655
136.24,559,472,647
136.28,556,470,648
136.31,566,466,660
136.34,561,472,648
136.38,557,469,648
136.41,562,480,666
136.44,562,473,648
136.48,556,469,647
136.51,562,483,665
136.54,563,474,648
136.58,557,469,647
136.61,562,483,657
136.64,563,473,648
136.68,557,469,647
136.71,562,481,663
136.74,562,473,648
136.77,557,470,649
136.81,564,458,662
136.84,561,472,648
136.88,557,470,649
136.91,569,485,655
136.94,560,471,647
136.98,557,471,652
137.01,576,480,650
137.04,557,469,647
137.08,560,480,651
137.11,563,473,648
137.14,557,469,649
137.18,567,491,653
137.21,559,470,647
137.24,558,473,655
137.27,570,476,649
137.31,557,469,647
137.34,562,481,663
137.37,561,472,648
137.41,557,470,650
137.44,563,492,656
137.48,560,471,647
137.51,557,470,649
137.54,561,490,655
137.57,560,471,647
137.61,557,470,649
137.64,568,455,659
137.67,561,472,648
137.71,558,470,649
137.74,562,483,657
137.77,564,473,648
137.81,557,469,647
137.84,559,475,656
137.87,571,479,650
137.91,558,469,647
137.94,557,471,651
137.97,543,489,654
138.01,560,471,647
138.04,557,470,649
138.07,567,454,661
138.11,562,472,648
138.14,557,469,647
138.17,561,479,636
138.21,566,475,649
138.24,557,469,647
138.27,559,473,656
138.31,573,478,650
138.34,558,469,647
138.37,558,472,653
138.41,575,481,651
138.44,559,469,648
138.47,559,472,652
138.51,576,482,651
138.54,558,469,647
138.57,558,472,654
138.61,574,479,650
138.64,558,469,647
138.67,559,474,657
138.71,569,476,649
138.74,557,468,647
138.77,561,481,665
138.81,563,472,648
138.84,557,468,648
138.87,568,474,656
138.91,560,470,647
138.94,557,470,650
138.97,571,486,652
139.01,559,469,647
139.04,557,470,650
139.07,539,489,654
139.11,560,470,647
139.14,557,469,648
139.17,567,452,662
139.21,562,472,648
139.24,557,469,647
139.27,559,473,655
139.30,576,484,653
139.34,560,470,648
139.37,558,468,648
139.41,560,476,657
139.44,573,479,651
139.47,559,469,647
139.50,557,469,649
139.54,568,487,658
139.57,561,471,648
139.60,557,468,648
139.64,565,453,661
139.67,561,471,648
139.70,557,468,648
139.74,568,462,657
139.77,560,470,647
139.80,558,469,650
139.84,545,487,653
139.87,559,469,647
139.90,558,471,653
139.94,575,478,650
139.97,558,468,647
140.00,560,474,652
140.04,569,475,649
140.07,557,468,647
140.10,559,474,646
140.14,568,475,649
140.17,557,468,647
140.20,559,473,657
140.24,572,477,650
140.27,558,468,647
140.30,558,470,652
140.34,575,485,653
140.37,560,469,647
140.40,557,469,649
140.44,564,489,655
140.47,560,470,647
140.50,557,468,649
140.54,569,459,658
140.57,561,471,648
140.60,557,468,648
140.64,562,480,639
140.67,565,473,649
140.70,557,468,647
140.74,558,472,654
140.77,576,481,651
140.80,559,469,647
140.84,557,469,649
140.87,569,488,656
140.90,561,470,648
140.94,557,468,648
140.97,564,479,664
141.00,564,473,649
141.04,557,468,647
141.07,561,477,637
141.10,566,473,649
141.13,557,467,647
141.17,560,475,644
141.20,567,474,649
141.24,557,468,647
141.27,560,476,633
141.30,565,473,648
141.34,557,467,647
141.37,562,481,665
141.40,562,471,648
141.43,557,467,648
141.47,567,471,657
141.50,560,469,647
141.54,557,469,650
141.57,577,481,650
141.60,558,467,647
141.63,559,474,636
141.67,565,473,649
141.70,558,467,647
141.73,566,451,657
141.77,560,469,647
141.80,557,469,651
141.83,577,481,651
141.87,558,468,647
141.90,558,471,655
141.93,573,478,650
141.97,558,468,647
142.00,557,469,651
142.03,547,489,655
142.07,561,470,648
142.10,558,467,647
142.13,560,474,654
142.17,573,479,650
142.20,559,469,647
142.23,557,468,648
142.27,565,467,663
142.30,563,472,648
142.33,558,468,647
142.37,559,472,655
142.40,574,479,650
142.43,558,468,647
142.47,557,468,649
142.50,568,473,659
142.53,561,471,648
142.57,557,467,647
142.60,560,477,631
142.63,566,473,649
142.67,557,467,647
142.70,559,473,658
142.73,570,475,649
142.77,557,467,646
142.80,559,472,656
142.83,569,475,650
142.87,557,467,647
142.90,559,475,633
142.93,565,472,648
142.97,557,467,647
143.00,562,482,664
143.03,562,471,647
143.07,558,468,649
143.10,568,481,656
143.13,560,469,647
143.16,557,469,650
143.20,573,483,651
143.23,558,467,646
143.27,558,470,654
143.30,572,476,649
143.33,557,467,647
143.37,559,476,631
143.40,564,472,648
143.43,557,467,648
143.47,567,472,657
143.50,560,469,647
143.53,557,469,651
143.56,577,482,651
143.60,558,467,647
143.63,558,470,653
143.66,575,480,651
143.70,558,468,647
143.73,557,469,650
143.76,556,485,655
143.80,561,470,647
143.83,557,467,647
143.86,562,479,631
143.90,565,473,649
143.93,557,467,648
143.96,560,474,657
144.00,569,475,650
144.03,557,467,646
144.06,559,473,654
144.10,570,476,650
144.13,558,468,647
144.16,558,471,654
144.20,576,479,651
144.23,558,468,647
144.26,557,469,651
144.30,575,484,652
144.33,559,468,647
144.36,558,469,651
144.40,570,484,652
144.43,559,468,647
144.46,557,469,651
144.50,566,483,651
144.53,559,468,647
144.56,558,470,653
144.60,574,478,649
144.63,557,467,647
144.66,560,475,640
144.70,564,472,648
144.73,558,468,649
144.76,567,484,658
144.80,559,469,647
144.83,557,470,653
144.86,573,476,649
144.90,557,467,647
144.93,562,482,663
144.96,561,470,647
145.00,557,468,650
145.03,568,484,651
145.06,558,468,647
145.10,558,471,656
145.13,569,475,649
145.16,557,467,647
145.20,560,476,638
145.23,565,472,648
145.26,557,467,647
145.30,562,480,664
145.33,563,472,648
145.36,557,467,647
145.40,563,481,663
145.43,562,471,648
145.46,557,468,648
145.50,567,481,658
145.53,560,469,647
145.56,557,469,650
145.60,542,484,651
145.63,559,469,648
145.66,559,474,652
145.69,566,473,648
145.73,557,467,648
145.76,567,475,657
145.80,559,469,647
145.83,558,471,655
145.86,569,474,649
145.89,557,467,648
145.93,567,486,655
145.96,559,468,647
145.99,558,472,653
146.03,565,472,648
146.06,557,468,648
146.09,545,485,651
146.13,558,467,647
146.16,560,480,663
146.19,561,470,647
146.23,557,469,652
146.26,573,476,648
146.29,557,467,647
146.33,566,461,656
146.36,560,469,648
146.39,558,470,654
146.43,572,476,650
146.46,557,468,647
146.49,560,475,640
146.53,565,473,649
146.56,557,467,647
146.59,562,479,664
146.63,562,471,648
146.66,557,468,648
146.69,568,474,656
146.73,560,470,647
146.76,557,469,650
146.79,538,488,654
146.83,559,469,647
146.86,557,468,650
146.89,568,476,660
146.93,561,471,648
146.96,557,468,648
146.99,562,480,665
147.02,563,472,648
147.06,557,468,648
147.09,563,482,664
147.13,562,472,649
147.16,557,468,648
147.19,567,473,658
147.23,560,470,647
147.26,557,469,650
147.29,546,486,652
147.33,559,468,647
147.36,558,471,655
147.39,571,475,649
147.43,557,467,647
147.46,562,483,663
147.49,561,470,647
147.52,557,468,649
147.56,559,486,653
147.59,558,468,647
147.62,558,473,657
147.66,566,473,649
147.69,556,467,648
147.73,566,472,657
147.76,559,469,647
147.79,557,470,653
147.82,572,476,650
147.86,557,467,647
147.89,562,477,662
147.92,560,470,647
147.96,557,469,650
147.99,568,484,651
148.02,559,469,648
148.06,558,472,656
148.09,568,474,649
148.12,557,467,647
148.16,563,480,662
148.19,560,470,647
148.22,557,468,649
148.26,569,485,652
148.29,558,468,647
148.32,558,473,656
148.36,566,473,648
148.39,556,467,647
148.42,565,461,658
148.46,560,469,647
148.49,557,469,651
148.52,576,480,650
148.56,557,467,647
148.59,559,476,635
148.62,563,472,648
148.66,556,468,648
148.69,566,490,654
148.72,559,468,647
148.76,557,471,655
148.79,570,475,649
148.82,557,467,647
148.86,562,479,662
148.89,560,470,648
148.92,557,469,651
148.96,577,481,651
148.99,557,468,647
149.02,559,476,631
149.06,563,471,648
149.09,556,468,648
149.12,568,489,653
149.16,558,469,647
149.19,557,469,651
149.22,575,482,651
149.26,558,468,647
149.29,557,470,652
149.32,577,481,652
149.36,558,468,647
149.39,557,470,652
149.42,576,481,651
149.46,558,468,647
149.49,557,470,651
149.52,566,483,652
149.55,558,468,647
149.59,557,470,651
149.62,575,480,650
149.66,558,468,647
149.69,558,471,655
149.72,571,476,649
149.75,558,468,648
149.79,558,473,656
149.82,567,474,649
149.86,557,467,647
149.89,559,476,631
149.92,565,473,648
149.95,556,467,647
149.99,562,482,663
150.02,561,471,647
150.05,556,468,649
150.09,548,488,653
150.12,558,468,647
150.15,557,471,655
150.19,570,476,649
150.22,556,467,647
150.25,563,460,660
150.29,560,470,647
150.32,557,469,651
150.35,575,478,650
150.39,557,467,647
150.42,561,481,663
150.45,561,470,647
150.49,556,469,650
150.52,576,481,650
150.55,557,468,647
150.59,559,475,633
150.62,564,472,648
150.65,556,468,647
150.69,564,462,660
150.72,560,470,647
150.75,556,469,649
150.79,551,486,652
150.82,558,469,647
150.85,557,470,652
150.89,576,480,650
150.92,557,468,647
150.95,558,472,656
150.99,568,475,650
151.02,557,468,647
151.05,561,481,664
151.09,561,471,647
151.12,556,468,649
151.15,537,487,652
151.19,558,468,647
151.22,558,473,656
151.25,565,473,648
151.29,556,468,647
151.32,568,489,654
151.35,558,468,647
151.39,558,472,654
151.42,565,473,648
151.45,556,468,648
151.49,561,488,653
151.52,558,468,647
151.55,558,473,656
151.59,564,472,648
151.62,556,468,648
151.65,569,489,653
151.69,558,468,647
151.72,557,472,656
151.75,568,474,649
151.79,556,468,647
151.82,564,448,659
151.85,559,469,647
151.88,557,469,651
151.92,576,479,650
151.95,557,467,647
151.99,560,479,665
152.02,561,471,647
152.05,556,468,649
152.08,552,484,651
152.12,557,468,647
152.15,559,475,637
152.18,563,472,648
152.22,556,468,648
152.25,567,490,655
152.28,559,469,647
152.32,557,470,652
152.35,575,479,650
152.38,557,468,647
152.42,559,474,650
152.45,567,474,649
152.48,556,468,647
152.52,562,479,662
152.55,561,471,648
152.58,557,468,650
152.62,570,483,651
152.65,557,468,647
152.68,558,474,635
152.72,564,472,648
152.75,556,468,648
152.78,569,486,654
152.82,558,468,646
152.85,557,471,656
152.88,567,474,648
152.92,556,468,647
152.95,567,489,655
152.98,558,469,648
153.02,558,473,650
153.05,564,472,647
153.08,556,468,649
153.12,568,481,650
153.15,557,467,647
153.18,563,450,657
153.22,559,468,647
153.25,558,474,639
153.28,562,471,647
153.32,556,469,650
153.35,556,482,651
153.38,557,468,647
153.41,560,480,664
153.45,561,470,647
153.48,557,469,652
153.52,571,476,649
153.55,557,468,647
153.58,568,490,654
153.62,558,468,647
153.65,558,474,634
153.68,563,472,648
153.72,556,468,649
153.75,561,487,653
153.78,558,469,647
153.82,557,470,652
153.85,576,480,650
153.88,557,468,647
153.91,557,471,653
153.95,575,479,650
153.98,557,468,647
154.01,558,472,656
154.05,570,476,649
154.08,557,468,647
154.12,560,478,657
154.15,563,472,648
154.18,556,468,648
154.21,567,475,657
154.25,559,469,647
154.28,557,469,651
154.31,576,479,650
154.35,557,468,647
154.38,559,477,661
154.41,563,472,648
154.45,556,468,648
154.48,568,477,656
154.51,559,469,647
154.55,557,469,651
154.58,577,481,650
154.61,557,468,647
154.65,558,472,656
154.68,569,476,649
154.71,557,468,647
154.75,558,473,656
154.78,570,477,649
154.81,557,468,647
154.85,559,473,656
154.88,570,476,649
154.91,557,468,646
154.95,558,474,657
154.98,567,474,649
155.01,556,468,647
155.05,560,480,661
155.08,562,472,648
155.11,556,468,648
155.15,563,477,665
155.18,562,472,648
155.21,556,468,647
155.25,560,477,635
155.28,566,475,650
155.31,558,468,647
155.35,558,471,653
155.38,577,483,652
155.41,558,469,647
155.45,557,469,649
155.48,567,488,657
155.51,560,471,647
155.55,556,468,648
155.58,562,480,665
155.61,564,473,649
155.65,558,469,648
155.68,559,471,653
155.71,575,483,652
155.75,559,470,647
155.78,556,468,648
155.81,563,482,643
155.85,565,474,649
155.88,557,468,647
155.91,557,470,651
155.94,549,489,654
155.98,560,471,647
156.01,556,468,647
156.05,561,479,642
156.08,567,475,649
156.11,557,468,647
156.14,557,470,651
156.18,566,485,653
156.21,559,470,648
156.24,556,469,649
156.28,568,478,658
156.31,560,471,647
156.34,556,468,647
156.38,561,480,645
156.41,565,474,649
156.44,557,468,647
156.48,558,472,654
156.51,574,480,650
156.54,557,468,647
156.58,557,471,653
156.61,576,481,651
156.64,558,469,647
156.68,557,470,652
156.71,577,483,651
156.74,558,469,647
156.78,557,470,651
156.81,558,487,653
156.84,558,469,647
156.88,557,469,650
156.91,539,485,652
156.94,558,469,647
156.98,557,470,652
157.01,575,481,650
157.04,557,468,646
157.08,558,473,656
157.11,569,475,649
157.14,556,468,647
157.18,561,478,663
157.21,561,472,648
157.24,556,469,649
157.28,545,486,651
157.31,558,468,646
157.34,558,473,653
157.38,565,473,648
157.41,556,468,647
157.44,567,484,655
157.48,558,469,646
157.51,557,472,656
157.54,566,474,648
157.58,556,468,647
157.61,566,477,657
157.64,559,470,647
157.68,556,469,650
157.71,557,485,652
157.74,558,470,648
157.77,557,471,652
157.81,577,481,651
157.84,558,469,647
157.88,557,470,651
157.91,575,485,652
157.94,559,469,647
157.98,556,469,648
158.01,567,472,659
158.04,561,472,648
158.07,556,468,647
158.11,560,476,646
158.14,569,477,649
158.18,557,469,647
158.21,557,470,651
158.24,570,487,653
158.27,559,470,647
158.31,556,469,649
158.34,568,485,658
158.37,560,471,648
158.41,556,468,648
158.44,564,450,661
158.47,561,471,647
158.51,556,468,648
158.54,566,450,658
158.57,559,470,647
158.61,556,469,650
158.64,572,485,652
158.67,558,468,646
158.71,558,474,654
158.74,565,473,648
158.77,556,468,648
158.81,568,489,654
158.84,558,469,646
158.87,558,473,652
158.91,565,473,648
158.94,556,468,648
158.97,537,486,651
159.01,557,468,647
159.04,559,478,659
159.07,561,471,647
159.11,556,469,650
159.14,575,479,649
159.17,556,468,647
159.21,562,471,659
159.24,559,470,646
159.27,557,471,654
159.31,567,474,648
159.34,556,468,647
159.37,562,490,653
159.41,558,469,647
159.44,558,475,635
159.47,564,473,648
159.51,557,469,648
159.54,565,453,659
159.57,560,471,647
159.61,556,469,648
159.64,568,481,657
159.67,560,471,647
159.71,556,469,648
159.74,564,453,662
159.77,562,472,648
159.80,556,468,647
159.84,563,476,664
159.87,562,473,648
159.91,556,469,647
159.94,561,481,664
159.97,562,473,648
160.01,556,469,647
160.04,564,457,660
160.07,560,471,647
160.11,557,469,649
160.14,555,486,652
160.17,558,469,647
160.20,558,473,656
160.24,568,475,649
160.27,556,469,647
160.30,562,482,665
160.34,562,472,648
160.37,556,469,648
160.40,566,474,657
160.44,559,470,647
160.47,557,470,651
160.50,577,481,650
160.54,557,469,647
160.57,558,473,655
160.60,571,478,650
160.64,557,469,647
160.67,558,473,655
160.70,571,478,650
160.74,557,469,647
160.77,558,473,655
160.80,573,479,650
160.84,557,469,648
160.87,558,473,656
160.90,571,477,649
160.94,557,469,647
160.97,558,474,656
161.00,571,477,649
161.04,557,469,647
161.07,558,474,656
161.10,569,477,649
161.14,557,469,647
161.17,559,477,648
161.20,565,475,649
161.24,557,469,647
161.27,560,480,651
161.30,563,474,648
161.34,557,469,647
161.37,560,479,641
161.40,566,475,649
161.44,557,469,647
161.47,558,473,653
161.50,573,486,653
161.54,559,471,647
161.57,557,469,648
161.60,561,479,645
161.64,569,479,651
161.67,558,470,647
161.70,557,470,649
161.74,568,476,661
161.77,561,473,648
161.80,556,469,647
161.84,560,477,635
161.87,567,476,649
161.90,557,469,647
161.94,558,473,655
161.97,573,480,650
162.00,557,470,647
162.04,557,471,651
162.07,576,486,652
162.10,558,470,647
162.13,557,470,650
162.17,539,490,654
162.20,559,471,647
162.24,556,470,649
162.27,568,491,655
162.30,559,471,647
162.33,556,470,649
162.37,569,481,656
162.40,560,471,647
162.44,556,470,648
162.47,567,475,658
162.50,560,472,647
162.53,556,470,648
162.57,566,478,659
162.60,560,472,647
162.63,556,470,648
162.67,567,476,659
162.70,560,472,647
162.73,556,470,648
162.77,566,452,658
162.80,560,472,647
162.83,556,470,648
162.87,567,485,657
162.90,560,472,647
162.93,556,470,648
162.97,567,491,656
163.00,559,472,647
163.03,556,470,649
163.07,566,491,654
163.10,559,471,647
163.13,556,470,649
163.17,539,489,653
163.20,558,470,647
163.23,557,472,652
163.27,577,483,651
163.30,557,470,646
163.33,557,472,652
163.37,576,485,652
163.40,558,471,647
163.43,556,470,648
163.47,564,472,665
163.50,563,475,649
163.53,557,470,647
163.57,557,472,650
163.60,562,483,657
163.63,560,473,648
163.66,556,470,647
163.70,559,476,657
163.73,572,480,650
163.77,557,471,647
163.80,556,471,649
163.83,567,477,660
163.87,561,474,648
163.90,556,470,647
163.93,559,477,645
163.97,568,478,649
164.00,557,470,647
164.03,557,474,655
164.07,573,480,651
164.10,557,470,647
164.13,557,473,653
164.16,575,482,650
164.20,557,471,647
164.23,557,473,653
164.26,575,482,650
164.30,557,470,647
164.33,557,473,653
164.37,574,481,650
164.40,557,470,647
164.43,557,474,654
164.46,573,480,650
164.50,557,470,647
164.53,557,474,654
164.56,572,480,649
164.60,557,470,647
164.63,557,475,657
164.66,570,478,649
164.70,556,470,647
164.73,558,477,643
164.76,566,476,648
164.80,557,470,647
164.83,559,479,632
164.86,565,476,648
164.90,556,470,647
164.93,558,475,655
164.96,573,482,651
165.00,558,471,647
165.03,556,470,648
165.06,562,483,651
165.10,565,477,649
165.13,557,471,647
165.16,556,471,649
165.20,568,485,658
165.23,561,474,647
165.26,556,470,647
165.30,559,478,638
165.33,567,477,649
165.36,556,470,647
165.40,557,475,655
165.43,572,480,650
165.46,557,470,646
165.50,557,474,655
165.53,570,479,649
165.56,557,470,646
165.60,559,480,652
165.63,562,474,647
165.66,556,470,648
165.70,556,489,652
165.73,557,471,646
165.76,558,478,635
165.80,561,474,647
165.83,556,472,650
165.86,576,481,649
165.90,556,470,647
165.93,564,484,655
165.96,558,471,646
166.00,558,478,639
166.03,561,473,647
166.06,556,472,651
166.10,571,478,648
166.13,556,470,647
166.16,567,493,653
166.20,557,471,646
166.23,557,476,644
166.26,564,476,648
166.30,556,471,648
166.33,567,482,654
166.36,558,472,647
166.39,556,474,654
166.43,570,478,649
166.46,556,471,647
166.50,563,455,659
166.53,559,473,647
166.56,556,473,653
166.59,571,479,649
166.63,556,471,647
166.66,565,459,656
166.69,558,473,646
166.73,557,476,656
166.76,565,477,648
166.79,556,472,648
166.83,561,494,653
166.86,557,472,647
166.89,558,479,633
166.93,562,476,647
166.96,556,473,649
166.99,563,487,650
167.03,556,472,647
167.06,560,487,662
167.09,559,475,647
167.13,556,474,652
167.16,570,480,648
167.19,556,472,647
167.23,567,493,654
167.26,557,473,647
167.29,558,480,631
167.33,561,476,647
167.36,556,473,650
167.39,575,482,649
167.43,556,472,647
167.46,565,492,654
167.49,557,473,646
167.53,558,480,655
167.56,560,475,647
167.59,556,474,652
167.63,569,479,648
167.66,555,472,648
167.69,552,488,650
167.73,556,472,647
167.76,562,453,658
167.79,558,473,646
167.83,557,477,640
167.86,562,476,647
167.89,556,474,650
167.93,574,481,649
167.96,556,472,647
167.99,567,491,653
168.03,557,472,647
168.06,558,480,658
168.09,560,474,647
168.13,556,473,653
168.16,568,477,648
168.19,555,471,648
168.23,555,490,651
168.26,557,471,646
168.29,559,483,661
168.33,560,473,646
168.36,556,473,653
168.39,568,477,648
168.43,555,471,648
168.46,549,488,651
168.49,556,471,646
168.52,560,484,660
168.56,558,473,646
168.59,556,475,656
168.63,565,476,648
168.66,555,472,649
168.69,564,486,650
168.72,556,471,646
168.76,561,462,659
168.79,558,472,646
168.82,556,475,650
168.86,562,475,647
168.89,555,472,650
168.92,576,482,649
168.96,556,471,646
168.99,561,476,662
169.02,560,474,647
169.06,555,472,649
169.09,537,488,651
169.12,557,471,646
169.16,557,475,655
169.19,568,478,649
169.22,556,471,647
169.26,559,482,647
169.29,561,475,647
169.32,555,471,647
169.36,565,485,657
169.39,558,472,646
169.42,555,473,651
169.46,574,480,649
169.49,556,471,646
169.52,560,485,663
169.56,559,473,646
169.59,555,472,650
169.62,575,481,649
169.66,556,471,647
169.69,561,463,660
169.72,558,472,646
169.76,556,473,653
169.79,569,477,648
169.82,555,470,647
169.86,564,451,657
169.89,558,472,646
169.92,556,472,652
169.96,574,481,649
169.99,556,470,646
170.02,559,481,655
170.05,561,474,647
170.09,555,471,648
170.12,568,491,654
170.16,557,471,646
170.19,556,473,652
170.22,572,479,649
170.26,555,470,647
170.29,560,483,662
170.32,559,472,647
170.36,555,472,651
170.39,572,479,649
170.42,555,470,647
170.46,564,485,655
170.49,557,471,646
170.52,557,475,646
170.55,562,474,647
170.59,555,470,649
170.62,573,484,650
170.65,556,470,647
170.69,560,473,661
170.72,559,472,647
170.76,556,472,654
170.79,567,476,648
170.82,555,470,648
170.85,564,490,653
170.89,557,470,646
170.92,558,482,662
170.95,559,472,647
170.99,556,473,655
171.02,565,475,648
171.05,555,470,649
171.09,571,481,649
171.12,555,470,647
171.15,566,487,652
171.19,556,470,646
171.22,558,481,661
171.25,559,472,647
171.29,555,471,651
171.32,573,479,649
171.35,556,469,647
171.39,561,459,659
171.42,558,471,646
171.45,555,472,653
171.49,571,478,649
171.52,555,469,647
171.55,561,479,662
171.59,559,472,647
171.62,555,470,649
171.65,549,491,653
171.69,557,471,647
171.72,556,472,651
171.75,571,483,650
171.79,557,470,647
171.82,557,474,656
171.85,567,477,648
171.89,555,469,647
171.92,560,484,663
171.95,560,472,647
171.99,555,470,649
172.02,543,487,651
172.05,557,470,646
172.09,557,475,651
172.12,564,475,648
172.15,555,469,647
172.19,566,477,655
172.22,557,470,646
172.25,556,472,654
172.29,568,476,648
172.32,555,469,647
172.35,562,454,659
172.38,558,471,647
172.42,556,471,652
172.45,572,478,649
172.49,556,469,647
172.52,562,462,658
172.55,558,470,646
172.58,556,472,654
172.62,567,475,648
172.65,555,469,647
172.69,567,491,654
172.72,557,470,646
172.75,557,473,655
172.78,566,476,648
172.82,556,469,647
172.85,561,483,663
172.88,560,472,647
172.92,555,470,648
172.95,545,489,653
172.98,557,470,647
173.02,557,472,653
173.05,573,479,649
173.08,556,469,646
173.12,558,477,633
173.15,563,474,648
173.18,555,469,647
173.22,564,458,658
173.25,559,471,647
173.28,556,470,649
173.32,569,486,651
173.35,557,470,647
173.38,557,474,656
173.42,565,475,648
173.45,556,469,647
173.48,566,489,654
173.52,558,470,646
173.55,556,473,656
173.58,564,474,648
173.62,555,469,648
173.65,538,487,651
173.68,556,469,646
173.72,559,481,663
173.75,560,471,647
173.78,556,471,652
173.82,571,477,648
173.85,555,469,647
173.88,568,486,654
173.92,557,469,646
173.95,557,476,635
173.98,561,472,647
174.02,555,470,650
174.05,576,480,649
174.08,556,469,647
174.12,561,460,660
174.15,559,470,646
174.18,556,471,651
174.22,574,479,649
174.25,556,469,647
174.28,558,476,642
174.32,563,474,648
174.35,556,469,647
174.38,561,475,663
174.41,561,472,647
174.45,555,469,647
174.48,565,470,658
174.52,559,471,647
174.55,556,469,649
174.58,553,488,653
174.62,558,470,646
174.65,557,471,652
174.68,574,480,650
174.71,556,469,647
174.75,558,475,652
174.78,565,474,648
174.82,556,469,647
174.85,561,480,664
174.88,560,472,647
174.91,555,469,648
174.95,568,485,654
174.98,558,470,647
175.01,556,471,651
175.05,575,480,650
175.08,556,469,646
175.11,558,477,630
175.15,562,473,647
175.18,555,468,648
175.21,568,490,654
175.25,558,469,646
175.28,556,472,655
175.31,567,475,648
175.35,555,468,647
175.38,564,465,657
175.41,558,470,646
175.45,556,471,653
175.48,571,477,649
175.51,556,469,647
175.55,560,481,665
175.58,561,472,647
175.61,555,469,647
175.65,567,471,657
175.68,558,470,646
175.71,555,469,648
175.75,558,488,655
175.78,558,470,646
175.81,555,469,648
175.85,546,490,653
175.88,558,470,646
175.91,556,470,651
175.95,571,482,650
175.98,556,468,646
176.01,557,474,646
176.05,564,474,648
176.08,555,468,647
176.11,564,461,658
176.15,558,470,646
176.18,555,470,650
176.21,576,481,650
176.25,556,468,646
176.28,557,475,643
176.31,564,474,648
176.35,555,468,647
176.38,561,481,662
176.41,560,471,647
176.45,555,469,648
176.48,565,487,655
176.51,559,470,646
176.55,556,470,651
176.58,575,480,649
176.61,556,468,646
176.65,558,478,661
176.68,561,472,647
176.71,555,469,649
176.75,561,483,650
176.78,556,468,646
176.81,559,481,662
176.84,559,470,646
176.88,555,469,650
176.91,575,480,649
176.95,556,468,646
176.98,558,478,662
177.01,561,472,647
177.04,555,468,647
177.08,565,449,657
177.11,559,471,646
177.14,555,469,648
177.18,562,487,656
177.21,559,470,646
177.24,555,469,648
177.28,559,491,655
177.31,558,470,646
177.34,555,469,648
177.38,568,487,656
177.41,558,471,647
177.44,555,469,648
177.48,568,481,655
177.51,558,470,646
177.54,555,469,648
177.58,556,488,655
177.61,558,470,646
177.64,555,470,649
177.68,536,488,652
177.71,557,469,646
177.74,556,471,652
177.78,572,478,649
177.81,556,468,646
177.84,558,478,655
177.88,561,472,647
177.91,555,469,648
177.94,549,489,652
177.98,557,469,646
178.01,557,473,656
178.04,565,474,648
178.08,555,468,647
178.11,563,462,657
178.14,558,470,646
178.18,555,470,652
178.21,572,478,649
178.24,555,468,647
178.28,560,482,662
178.31,559,471,646
178.34,555,470,649
178.38,576,481,649
178.41,555,468,646
178.44,559,481,664
178.48,560,471,646
178.51,555,469,649
178.54,565,484,650
178.58,556,469,646
178.61,557,476,642
178.64,562,473,647
178.68,555,468,647
178.71,566,489,655
178.74,558,470,646
178.77,556,471,651
178.81,574,480,649
178.84,556,468,646
178.88,557,475,640
178.91,564,474,648
178.94,555,468,646
178.97,561,478,662
179.01,560,471,647
179.04,555,469,648
179.08,556,490,653
179.11,557,469,646
179.14,555,471,652
179.17,572,478,649
179.21,555,468,646
179.24,558,479,660
179.27,561,472,647
179.31,555,468,647
179.34,565,476,656
179.37,558,470,646
179.41,555,469,649
179.44,572,484,650
179.47,556,469,646
179.51,556,473,652
179.54,565,474,648
179.57,555,468,646
179.61,562,471,659
179.64,558,471,646
179.67,555,469,649
179.71,568,485,650
179.74,556,469,646
179.77,556,473,656
179.81,564,474,648
179.84,555,469,647
179.87,563,463,657
179.91,558,470,646
179.94,555,470,650
179.97,574,480,649
180.01,555,468,646
180.04,557,476,638
180.07,562,473,647
180.11,555,468,646
180.14,561,460,662
180.17,559,471,647
180.21,555,468,647
180.24,564,456,659
180.27,559,471,646
180.30,554,468,647
180.34,567,479,655
180.37,558,470,646
180.41,555,469,649
180.44,568,486,652
180.47,556,469,646
180.51,556,472,654
180.54,567,476,648
180.57,555,468,646
180.61,560,479,663
180.64,559,471,646
180.67,554,469,649
180.71,536,486,651
180.74,556,469,646
180.77,556,473,656
180.80,565,474,648
180.84,554,468,646
180.87,563,472,657
180.90,558,470,646
180.94,555,470,651
180.97,572,477,648
181.01,555,468,646
181.04,559,482,663
181.07,559,471,646
181.10,555,469,649
181.14,575,481,649
181.17,555,468,646
181.20,558,479,660
181.24,559,471,646
181.27,555,469,649
181.30,563,482,649
181.34,555,468,646
181.37,558,480,663
181.40,559,471,646
181.44,554,469,650
181.47,574,479,649
181.50,555,468,646
181.54,560,468,661
181.57,558,470,646
181.60,555,469,649
181.64,536,485,650
181.67,556,469,646
181.70,555,471,652
181.74,574,480,649
181.77,556,468,646
181.80,555,472,654
181.84,571,478,649
181.87,555,469,646
181.90,556,472,655
181.94,571,478,649
181.97,555,468,646
182.00,556,472,654
182.04,570,477,648
182.07,555,468,646
